experiment,pioreactor_unit,timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:30:41.908Z,25.03608,0.0,0.0,0.0,0.0,2025-09-20 07:30:41.908,0.472222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:30:56.610Z,25.03608,0.0,0.0,0.0,100.0,2025-09-20 07:30:56.610,0.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:30:56.652Z,25.03608,0.0,0.0,0.0,100.0,2025-09-20 07:30:56.652,0.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:31:04.908Z,25.10308,0.0,0.0,0.0,100.0,2025-09-20 07:31:04.908,0.478611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:31:27.908Z,25.13508,0.0,0.0,0.0,100.0,2025-09-20 07:31:27.908,0.485
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:31:50.908Z,25.09708,0.0,0.0,0.0,100.0,2025-09-20 07:31:50.908,0.491388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:32:13.908Z,25.09908,0.0,0.0,0.0,100.0,2025-09-20 07:32:13.908,0.497777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:32:25.183Z,25.09908,0.0,0.0,0.0,0.0,2025-09-20 07:32:25.183,0.501111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:32:36.908Z,25.01658,0.0,0.0,0.0,0.0,2025-09-20 07:32:36.908,0.504166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:32:59.908Z,25.00008,0.0,0.0,0.0,0.0,2025-09-20 07:32:59.908,0.510555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:33:22.908Z,25.03808,0.0,0.0,0.0,0.0,2025-09-20 07:33:22.908,0.516944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:33:45.908Z,24.97308,0.0,0.0,0.0,0.0,2025-09-20 07:33:45.908,0.523333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:34:08.908Z,24.97808,0.0,0.0,0.0,0.0,2025-09-20 07:34:08.908,0.529722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:34:16.609Z,24.97808,0.0,0.0,0.0,100.0,2025-09-20 07:34:16.609,0.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:34:16.652Z,24.97808,0.0,0.0,0.0,100.0,2025-09-20 07:34:16.652,0.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:34:31.908Z,24.94858,0.0,0.0,0.0,100.0,2025-09-20 07:34:31.908,0.536111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:34:54.908Z,24.94808,0.0,0.0,0.0,100.0,2025-09-20 07:34:54.908,0.5425
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:35:17.908Z,25.09208,0.0,0.0,0.0,100.0,2025-09-20 07:35:17.908,0.548888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:35:40.908Z,25.09208,0.0,0.0,0.0,100.0,2025-09-20 07:35:40.908,0.555277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:35:45.183Z,25.09208,0.0,0.0,0.0,0.0,2025-09-20 07:35:45.183,0.556666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:36:03.908Z,25.09408,0.0,0.0,0.0,0.0,2025-09-20 07:36:03.908,0.561666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:36:26.908Z,25.02108,0.0,0.0,0.0,0.0,2025-09-20 07:36:26.908,0.568055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:36:49.908Z,24.95558,0.0,0.0,0.0,0.0,2025-09-20 07:36:49.908,0.574444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:37:12.908Z,24.88858,0.0,0.0,0.0,0.0,2025-09-20 07:37:12.908,0.580833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:37:35.908Z,24.88758,0.0,0.0,0.0,0.0,2025-09-20 07:37:35.908,0.587222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:37:36.609Z,24.88758,0.0,0.0,0.0,100.0,2025-09-20 07:37:36.609,0.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:37:36.653Z,24.88758,0.0,0.0,0.0,100.0,2025-09-20 07:37:36.653,0.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:37:58.908Z,24.88558,0.0,0.0,0.0,100.0,2025-09-20 07:37:58.908,0.593611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:38:21.908Z,24.81608,0.0,0.0,0.0,100.0,2025-09-20 07:38:21.908,0.6
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:38:44.908Z,24.83808,0.0,0.0,0.0,100.0,2025-09-20 07:38:44.908,0.606388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:39:05.183Z,24.83808,0.0,0.0,0.0,0.0,2025-09-20 07:39:05.183,0.612222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:39:07.908Z,24.78008,0.0,0.0,0.0,0.0,2025-09-20 07:39:07.908,0.612777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:39:30.908Z,24.67958,0.0,0.0,0.0,0.0,2025-09-20 07:39:30.908,0.619166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:39:53.908Z,24.68308,0.0,0.0,0.0,0.0,2025-09-20 07:39:53.908,0.625555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:40:16.908Z,24.63308,0.0,0.0,0.0,0.0,2025-09-20 07:40:16.908,0.631944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:40:39.908Z,24.60308,0.0,0.0,0.0,0.0,2025-09-20 07:40:39.908,0.638333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:40:56.608Z,24.60308,0.0,0.0,0.0,100.0,2025-09-20 07:40:56.608,0.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:40:56.652Z,24.60308,0.0,0.0,0.0,100.0,2025-09-20 07:40:56.652,0.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:41:02.912Z,24.61908,0.0,0.0,0.0,100.0,2025-09-20 07:41:02.912,0.644722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:41:25.908Z,24.64908,0.0,0.0,0.0,100.0,2025-09-20 07:41:25.908,0.651111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:41:48.908Z,24.62458,0.0,0.0,0.0,100.0,2025-09-20 07:41:48.908,0.6575
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:42:11.908Z,24.65058,0.0,0.0,0.0,100.0,2025-09-20 07:42:11.908,0.663888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:42:25.183Z,24.65058,0.0,0.0,0.0,0.0,2025-09-20 07:42:25.183,0.667777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:42:34.908Z,24.53508,0.0,0.0,0.0,0.0,2025-09-20 07:42:34.908,0.670277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:42:57.908Z,24.50158,0.0,0.0,0.0,0.0,2025-09-20 07:42:57.908,0.676666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:43:20.908Z,24.43408,0.0,0.0,0.0,0.0,2025-09-20 07:43:20.908,0.683055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:43:43.908Z,24.42758,0.0,0.0,0.0,0.0,2025-09-20 07:43:43.908,0.689444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:44:06.908Z,24.41308,0.0,0.0,0.0,0.0,2025-09-20 07:44:06.908,0.695833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:44:16.607Z,24.41308,0.0,0.0,0.0,100.0,2025-09-20 07:44:16.607,0.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:44:16.648Z,24.41308,0.0,0.0,0.0,100.0,2025-09-20 07:44:16.648,0.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:44:29.908Z,24.51558,0.0,0.0,0.0,100.0,2025-09-20 07:44:29.908,0.702222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:44:52.908Z,24.52558,0.0,0.0,0.0,100.0,2025-09-20 07:44:52.908,0.708611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:45:15.908Z,24.52508,0.0,0.0,0.0,100.0,2025-09-20 07:45:15.908,0.715
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:45:38.908Z,24.52558,0.0,0.0,0.0,100.0,2025-09-20 07:45:38.908,0.721388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:45:45.183Z,24.52558,0.0,0.0,0.0,0.0,2025-09-20 07:45:45.183,0.723333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:46:01.908Z,24.45208,0.0,0.0,0.0,0.0,2025-09-20 07:46:01.908,0.727777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:46:24.908Z,24.38808,0.0,0.0,0.0,0.0,2025-09-20 07:46:24.908,0.734166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:46:47.908Z,24.31808,0.0,0.0,0.0,0.0,2025-09-20 07:46:47.908,0.740555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:47:10.908Z,24.29758,0.0,0.0,0.0,0.0,2025-09-20 07:47:10.908,0.746944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:47:33.908Z,24.24558,0.0,0.0,0.0,0.0,2025-09-20 07:47:33.908,0.753333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:47:36.608Z,24.24558,0.0,0.0,0.0,100.0,2025-09-20 07:47:36.608,0.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:47:36.652Z,24.24558,0.0,0.0,0.0,100.0,2025-09-20 07:47:36.652,0.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:47:56.908Z,24.33608,0.0,0.0,0.0,100.0,2025-09-20 07:47:56.908,0.759722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:48:19.908Z,24.31808,0.0,0.0,0.0,100.0,2025-09-20 07:48:19.908,0.766111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:48:42.908Z,24.37858,0.0,0.0,0.0,100.0,2025-09-20 07:48:42.908,0.7725
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:49:05.183Z,24.37858,0.0,0.0,0.0,0.0,2025-09-20 07:49:05.183,0.778888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:49:05.908Z,24.30358,0.0,0.0,0.0,0.0,2025-09-20 07:49:05.908,0.778888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:49:28.908Z,24.23008,0.0,0.0,0.0,0.0,2025-09-20 07:49:28.908,0.785277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:49:51.908Z,24.15808,0.0,0.0,0.0,0.0,2025-09-20 07:49:51.908,0.791666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:50:14.908Z,24.17258,0.0,0.0,0.0,0.0,2025-09-20 07:50:14.908,0.798055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:50:37.908Z,24.15408,0.0,0.0,0.0,0.0,2025-09-20 07:50:37.908,0.804444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:50:56.609Z,24.15408,0.0,0.0,0.0,100.0,2025-09-20 07:50:56.609,0.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:50:56.652Z,24.15408,0.0,0.0,0.0,100.0,2025-09-20 07:50:56.652,0.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:51:00.908Z,24.28708,0.0,0.0,0.0,100.0,2025-09-20 07:51:00.908,0.810833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:51:23.908Z,24.38708,0.0,0.0,0.0,100.0,2025-09-20 07:51:23.908,0.817222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:51:46.908Z,24.37958,0.0,0.0,0.0,100.0,2025-09-20 07:51:46.908,0.823611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:52:09.908Z,24.39258,0.0,0.0,0.0,100.0,2025-09-20 07:52:09.908,0.83
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:52:25.183Z,24.39258,0.0,0.0,0.0,0.0,2025-09-20 07:52:25.183,0.834444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:52:32.912Z,24.39108,0.0,0.0,0.0,0.0,2025-09-20 07:52:32.912,0.836388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:52:55.908Z,24.36508,0.0,0.0,0.0,0.0,2025-09-20 07:52:55.908,0.842777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:53:18.908Z,24.30308,0.0,0.0,0.0,0.0,2025-09-20 07:53:18.908,0.849166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:53:41.908Z,24.36658,0.0,0.0,0.0,0.0,2025-09-20 07:53:41.908,0.855555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:54:04.908Z,24.29408,0.0,0.0,0.0,0.0,2025-09-20 07:54:04.908,0.861944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:54:16.610Z,24.29408,0.0,0.0,0.0,100.0,2025-09-20 07:54:16.610,0.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:54:16.652Z,24.29408,0.0,0.0,0.0,100.0,2025-09-20 07:54:16.652,0.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:54:27.908Z,24.28858,0.0,0.0,0.0,100.0,2025-09-20 07:54:27.908,0.868333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:54:50.908Z,24.28658,0.0,0.0,0.0,100.0,2025-09-20 07:54:50.908,0.874722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:55:13.908Z,24.35508,0.0,0.0,0.0,100.0,2025-09-20 07:55:13.908,0.881111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:55:36.912Z,24.32508,0.0,0.0,0.0,100.0,2025-09-20 07:55:36.912,0.8875
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:55:45.184Z,24.32508,0.0,0.0,0.0,0.0,2025-09-20 07:55:45.184,0.89
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:55:59.912Z,24.27208,0.0,0.0,0.0,0.0,2025-09-20 07:55:59.912,0.893888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:56:22.908Z,24.21558,0.0,0.0,0.0,0.0,2025-09-20 07:56:22.908,0.900277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:56:45.908Z,24.15308,0.0,0.0,0.0,0.0,2025-09-20 07:56:45.908,0.906666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:57:08.908Z,24.10558,0.0,0.0,0.0,0.0,2025-09-20 07:57:08.908,0.913055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:57:31.908Z,24.08708,0.0,0.0,0.0,0.0,2025-09-20 07:57:31.908,0.919444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:57:36.612Z,24.08708,0.0,0.0,0.0,100.0,2025-09-20 07:57:36.612,0.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:57:36.656Z,24.08708,0.0,0.0,0.0,100.0,2025-09-20 07:57:36.656,0.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:57:54.908Z,24.10308,0.0,0.0,0.0,100.0,2025-09-20 07:57:54.908,0.925833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:58:17.908Z,24.12808,0.0,0.0,0.0,100.0,2025-09-20 07:58:17.908,0.932222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:58:40.908Z,24.18158,0.0,0.0,0.0,100.0,2025-09-20 07:58:40.908,0.938611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:59:03.908Z,24.20058,0.0,0.0,0.0,100.0,2025-09-20 07:59:03.908,0.945
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:59:05.183Z,24.20058,0.0,0.0,0.0,0.0,2025-09-20 07:59:05.183,0.945555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:59:26.908Z,24.20008,0.0,0.0,0.0,0.0,2025-09-20 07:59:26.908,0.951388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T05:59:49.908Z,24.13858,0.0,0.0,0.0,0.0,2025-09-20 07:59:49.908,0.957777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:00:12.908Z,24.08808,0.0,0.0,0.0,0.0,2025-09-20 08:00:12.908,0.964166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:00:35.908Z,24.05408,0.0,0.0,0.0,0.0,2025-09-20 08:00:35.908,0.970555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:00:56.609Z,24.05408,0.0,0.0,0.0,100.0,2025-09-20 08:00:56.609,0.976388888889
